method,method_label,region,eps,seed,lr_power,utility_jaccard,distortion_mae
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,23,0.0,0.2608695652173913,0.139547816531002
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,24,0.1228070175438596,0.2357142857142857,0.1341292712130823
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,25,0.1403508771929824,0.1607717041800643,0.1560612529211865
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,26,0.087719298245614,0.1267605633802817,0.1539158312352006
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,27,0.1403508771929824,0.316546762589928,0.1257080731664671
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,28,0.1228070175438596,0.1773584905660377,0.154158622237326
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,29,0.1228070175438596,0.2328767123287671,0.1343987087010694
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,0,0.0350877192982456,0.2413793103448276,0.1248688554887888
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,1,0.1228070175438596,0.167910447761194,0.1245161618620815
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,2,0.1052631578947368,0.1735849056603773,0.1404529372512243
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,3,0.0175438596491228,0.1322957198443579,0.1527167347873669
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,4,0.1228070175438596,0.1097560975609756,0.137609641705447
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,5,0.1228070175438596,0.1618705035971223,0.1312295906851224
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,6,0.1052631578947368,0.1818181818181818,0.1380895948940625
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,7,0.0701754385964912,0.1396226415094339,0.1358942724691174
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,8,0.1403508771929824,0.1330798479087452,0.1375753567835424
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,9,0.2982456140350877,0.1206225680933852,0.1354391122725537
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,10,0.0701754385964912,0.0687022900763358,0.1444482520713035
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,11,0.0350877192982456,0.1259541984732824,0.1355659787922922
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,12,0.0175438596491228,0.1220472440944882,0.1338806937740078
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,13,0.1052631578947368,0.1240875912408759,0.1552598805988825
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,14,0.1403508771929824,0.1637010676156583,0.1321849820905918
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,15,0.0526315789473684,0.1843137254901961,0.1365251902834021
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,16,0.1929824561403508,0.1833910034602076,0.1398924624924966
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,17,0.0350877192982456,0.1434262948207171,0.1345516997590134
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,18,0.1929824561403508,0.1846153846153846,0.1345273626957977
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,19,0.1228070175438596,0.1771217712177121,0.1339227605455567
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,20,0.2631578947368421,0.1195219123505976,0.1466361676024701
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,21,0.0701754385964912,0.1684210526315789,0.1374084037999174
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,22,0.1228070175438596,0.1492537313432835,0.1391408415352823
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,23,0.0526315789473684,0.1875,0.1297643882881421
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,24,0.1052631578947368,0.2183908045977011,0.1285509555284634
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,25,0.1403508771929824,0.15625,0.149793564833808
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,26,0.087719298245614,0.1259541984732824,0.1423953561796023
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,27,0.087719298245614,0.2873134328358209,0.1217672009424761
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,28,0.1228070175438596,0.1472868217054263,0.1466091989647482
method2,Method 2 (Haploblock DP),chr10_1Mb,3.0,29,0.1403508771929824,0.2584269662921348,0.130854874030356
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,0,0.0701754385964912,0.1660079051383399,0.1238664609504779
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,1,0.1403508771929824,0.18,0.12650445808271
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,2,0.1403508771929824,0.199203187250996,0.1334671156857231
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,3,0.0701754385964912,0.1541501976284585,0.1395448596187761
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,4,0.0701754385964912,0.1048387096774193,0.1329720410232281
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,5,0.1578947368421052,0.1372549019607843,0.1280998076188384
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,6,0.1052631578947368,0.164,0.1342630793921084
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,7,0.087719298245614,0.1423220973782771,0.1329053530334853
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,8,0.1403508771929824,0.1647058823529411,0.1312597093961358
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,9,0.2456140350877192,0.150197628458498,0.130155477680935
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,10,0.1228070175438596,0.1295546558704453,0.1351823384329459
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,11,0.0701754385964912,0.1411764705882353,0.1309960596446362
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,12,0.0350877192982456,0.1209677419354838,0.1321400908663696
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,13,0.1578947368421052,0.1468253968253968,0.1403538838233716
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,14,0.175438596491228,0.16,0.1293421165923312
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,15,0.0701754385964912,0.176,0.131276533844677
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,16,0.2631578947368421,0.1372549019607843,0.1317474325516682
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,17,0.0350877192982456,0.1626016260162601,0.1316700581534493
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,18,0.1403508771929824,0.1811023622047244,0.1311908241547034
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,19,0.1578947368421052,0.1686746987951807,0.1317457374332186
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,20,0.2105263157894736,0.1456692913385826,0.1345939064428402
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,21,0.0526315789473684,0.1574803149606299,0.1316353362802287
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,22,0.1228070175438596,0.1472868217054263,0.1290795194126972
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,23,0.0526315789473684,0.1733870967741935,0.1274833417270285
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,24,0.1403508771929824,0.1967871485943775,0.1283704351696585
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,25,0.1228070175438596,0.1515151515151515,0.1419227944402424
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,26,0.1578947368421052,0.1692307692307692,0.1324622007278492
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,27,0.1578947368421052,0.1952191235059761,0.1238000084686866
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,28,0.1578947368421052,0.1585365853658536,0.1378428363977966
method2,Method 2 (Haploblock DP),chr10_1Mb,10.0,29,0.175438596491228,0.2153846153846154,0.1305619183175397
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,0,0.1052631578947368,0.15625,0.1539321361367582
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,1,0.0350877192982456,0.1543209876543209,0.1603270034275516
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,2,0.0526315789473684,0.2034883720930232,0.1557314385049771
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,3,0.1578947368421052,0.3236994219653179,0.1533951542516533
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,4,0.1403508771929824,0.1333333333333333,0.1463101052094637
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,5,0.0526315789473684,0.1646341463414634,0.1864022945788292
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,6,0.1403508771929824,0.1761006289308176,0.1568587602080619
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,7,0.0175438596491228,0.1135135135135135,0.1840877959970782
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,8,0.1403508771929824,0.2891566265060241,0.1567614710569184
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,9,0.1578947368421052,0.2105263157894736,0.1488475466255141
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,10,0.2105263157894736,0.2345679012345679,0.1499076812913436
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,11,0.0350877192982456,0.1034482758620689,0.1703919778487453
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,12,0.087719298245614,0.1299435028248587,0.1691335434095974
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,13,0.175438596491228,0.2484076433121019,0.1438174693269397
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,14,0.175438596491228,0.3053892215568862,0.1583724673189719
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,15,0.0526315789473684,0.0542168674698795,0.1757574547777588
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,16,0.1052631578947368,0.1161290322580645,0.1724455660447241
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,17,0.1403508771929824,0.3431952662721893,0.1448791629878791
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,18,0.1578947368421052,0.125,0.1655895138390763
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,19,0.0350877192982456,0.1404494382022472,0.168163219648889
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,20,0.1403508771929824,0.1516853932584269,0.1741754730614247
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,21,0.0175438596491228,0.0880503144654088,0.1770836625585327
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,22,0.1929824561403508,0.1952662721893491,0.1641960117275453
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,23,0.0350877192982456,0.1538461538461538,0.1578048082909491
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,24,0.1578947368421052,0.1280487804878048,0.1621675083749253
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,25,0.1929824561403508,0.2095808383233532,0.1509549721178735
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,26,0.1403508771929824,0.1578947368421052,0.1503936031952833
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,27,0.0,0.0736196319018405,0.1716245082022216
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,28,0.0350877192982456,0.0277777777777777,0.163102402166316
method2,Method 2 (Haploblock DP),chr2_5Mb,0.03,29,0.1228070175438596,0.0939226519337016,0.1895292306171987
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,0,0.1403508771929824,0.1635220125786163,0.153399299864731
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,1,0.087719298245614,0.15527950310559,0.1593331395011943
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,2,0.0350877192982456,0.2163742690058479,0.1545560517914749
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,3,0.1052631578947368,0.3157894736842105,0.1517866865813359
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,4,0.1403508771929824,0.1208053691275167,0.1459290503528575
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,5,0.0526315789473684,0.1419753086419753,0.1836473903087736
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,6,0.1578947368421052,0.170886075949367,0.1560881534864049
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,7,0.0175438596491228,0.1075268817204301,0.1825368469184812
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,8,0.1228070175438596,0.2771084337349397,0.1555357920349301
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,9,0.1228070175438596,0.2058823529411764,0.1480212406741912
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,10,0.175438596491228,0.20625,0.1489139656056587
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,11,0.0175438596491228,0.0872093023255814,0.169252043000311
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,12,0.087719298245614,0.1299435028248587,0.1687576775504163
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,13,0.1578947368421052,0.2307692307692307,0.1430195474920304
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,14,0.1228070175438596,0.2883435582822086,0.1567992666487493
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,15,0.0701754385964912,0.036144578313253,0.1747772459688763
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,16,0.1052631578947368,0.119205298013245,0.1712350445020202
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,17,0.1403508771929824,0.3214285714285714,0.1441373507612846
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,18,0.1578947368421052,0.1257485029940119,0.1650623585419116
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,19,0.0350877192982456,0.1301775147928994,0.1664006752122692
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,20,0.175438596491228,0.1264367816091954,0.1724784584053161
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,21,0.0175438596491228,0.0691823899371069,0.1765807936658152
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,22,0.175438596491228,0.1952662721893491,0.162876998380826
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,23,0.0175438596491228,0.1538461538461538,0.1573991595277793
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,24,0.1578947368421052,0.1104294478527607,0.1610259968089718
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,25,0.2105263157894736,0.2095808383233532,0.1503375149620656
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,26,0.087719298245614,0.1578947368421052,0.1498621160805731
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,27,0.0,0.0617283950617283,0.1705161451906359
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,28,0.0350877192982456,0.0277777777777777,0.1622213242934304
method2,Method 2 (Haploblock DP),chr2_5Mb,0.1,29,0.1403508771929824,0.0944444444444444,0.1874852041068301
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,0,0.1403508771929824,0.1645569620253164,0.1522288370248259
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,1,0.1228070175438596,0.1428571428571428,0.1569546551964049
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,2,0.0350877192982456,0.2222222222222222,0.1520998833314233
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,3,0.087719298245614,0.3006134969325153,0.1484557989783546
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,4,0.1403508771929824,0.1081081081081081,0.1453934140413013
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,5,0.0526315789473684,0.1383647798742138,0.1768106702251265
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,6,0.1403508771929824,0.1464968152866242,0.1542456636833883
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,7,0.0175438596491228,0.1242937853107344,0.1787199978616816
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,8,0.175438596491228,0.2767295597484276,0.1526726831884249
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,9,0.1052631578947368,0.1677419354838709,0.1455451533266211
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,10,0.175438596491228,0.1907894736842105,0.1471198406305666
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,11,0.0175438596491228,0.0848484848484848,0.1670576022231461
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,12,0.1228070175438596,0.1186440677966101,0.16682043209155
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,13,0.2105263157894736,0.2236842105263158,0.1415240870923708
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,14,0.2456140350877192,0.2658227848101265,0.1529126724548558
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,15,0.0701754385964912,0.0308641975308641,0.171500165629601
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,16,0.087719298245614,0.0733333333333333,0.1677695013893292
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,17,0.1929824561403508,0.2453987730061349,0.1428455588601594
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,18,0.2456140350877192,0.109090909090909,0.161033644670607
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,19,0.0526315789473684,0.1055900621118012,0.1614643351105429
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,20,0.1403508771929824,0.1097560975609756,0.1682005522359403
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,21,0.0175438596491228,0.0718954248366013,0.1737716940943726
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,22,0.175438596491228,0.2048192771084337,0.1599242210167488
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,23,0.1052631578947368,0.141025641025641,0.1556935299598394
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,24,0.175438596491228,0.0728476821192053,0.1568312951947347
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,25,0.175438596491228,0.1867469879518072,0.1479234110516929
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,26,0.0350877192982456,0.1666666666666666,0.1487033127690891
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,27,0.0,0.0526315789473684,0.1682606166450657
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,28,0.0526315789473684,0.0209790209790209,0.1600141482288174
method2,Method 2 (Haploblock DP),chr2_5Mb,0.3,29,0.2456140350877192,0.0888888888888888,0.1822426352434811
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,0,0.1052631578947368,0.1346153846153846,0.1504201870382482
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,1,0.1228070175438596,0.1133333333333333,0.1527222758789652
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,2,0.0350877192982456,0.1454545454545454,0.1495504205174172
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,3,0.0701754385964912,0.2266666666666666,0.1449119488986288
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,4,0.0526315789473684,0.0839160839160839,0.1457771189471207
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,5,0.1403508771929824,0.1214285714285714,0.1651110159067403
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,6,0.1228070175438596,0.0794701986754966,0.1456539843779227
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,7,0.0350877192982456,0.1206896551724138,0.170715127685124
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,8,0.1578947368421052,0.2156862745098039,0.1483516145080338
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,9,0.1052631578947368,0.1208053691275167,0.1433681897665843
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,10,0.1929824561403508,0.1360544217687075,0.1460764746295612
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,11,0.0175438596491228,0.0466666666666666,0.1609561495959659
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,12,0.1403508771929824,0.1132075471698113,0.1586970378731518
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,13,0.1929824561403508,0.1597222222222222,0.1413307589739106
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,14,0.2807017543859649,0.1677852348993288,0.1449538531591799
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,15,0.0701754385964912,0.0261437908496732,0.1641850498487531
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,16,0.0701754385964912,0.0993377483443708,0.1604442026312988
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,17,0.1929824561403508,0.1455696202531645,0.1442161951165212
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,18,0.2456140350877192,0.1126760563380281,0.1535316092402116
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,19,0.0526315789473684,0.065359477124183,0.1545194062957071
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,20,0.1403508771929824,0.0774193548387096,0.1614410441098047
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,21,0.0526315789473684,0.0699300699300699,0.1669265321954091
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,22,0.1403508771929824,0.1104294478527607,0.1554793960960748
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,23,0.0175438596491228,0.0805369127516778,0.1541774386854871
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,24,0.1578947368421052,0.0839160839160839,0.1518603106314956
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,25,0.1052631578947368,0.1456953642384106,0.146613095255911
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,26,0.087719298245614,0.1398601398601398,0.1476658793769436
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,27,0.0350877192982456,0.0472972972972973,0.1632130502253645
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,28,0.087719298245614,0.0211267605633802,0.1556200685443648
method2,Method 2 (Haploblock DP),chr2_5Mb,1.0,29,0.0701754385964912,0.0718562874251497,0.1701115821764409
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,0,0.087719298245614,0.1418439716312056,0.1520984906729894
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,1,0.087719298245614,0.1032258064516129,0.1517512851227898
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,2,0.0526315789473684,0.1118421052631579,0.1519105433428518
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,3,0.0701754385964912,0.1125827814569536,0.147994915641094
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,4,0.087719298245614,0.1205673758865248,0.1493475459492397
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,5,0.0526315789473684,0.1294964028776978,0.1593751266636512
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,6,0.087719298245614,0.1071428571428571,0.1478135593873499
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,7,0.0350877192982456,0.1354838709677419,0.1627005868454869
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,8,0.087719298245614,0.1372549019607843,0.1507080752209874
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,9,0.1578947368421052,0.1188811188811188,0.147217857528573
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,10,0.1403508771929824,0.1034482758620689,0.1491157573413458
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,11,0.0526315789473684,0.1283783783783783,0.156394421160664
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,12,0.087719298245614,0.1398601398601398,0.1547608305789665
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,13,0.1403508771929824,0.1319444444444444,0.1460237372927696
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,14,0.2456140350877192,0.1118881118881118,0.1442992616846609
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,15,0.0701754385964912,0.0769230769230769,0.1597730702968887
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,16,0.0350877192982456,0.1027397260273972,0.1575308037624475
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,17,0.1228070175438596,0.1013513513513513,0.1483357684872235
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,18,0.1228070175438596,0.1071428571428571,0.1541844647205554
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,19,0.1052631578947368,0.1232876712328767,0.1537390797212333
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,20,0.1052631578947368,0.1176470588235294,0.1580477112752877
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,21,0.0526315789473684,0.1267605633802817,0.1613413093708036
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,22,0.087719298245614,0.1146496815286624,0.1547947016816896
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,23,0.0350877192982456,0.0945945945945946,0.1551252593580609
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,24,0.0701754385964912,0.1285714285714285,0.1548815523753839
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,25,0.1578947368421052,0.1360544217687075,0.1509274078030789
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,26,0.087719298245614,0.1056338028169014,0.1502823377794046
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,27,0.0526315789473684,0.0980392156862745,0.1594658316403145
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,28,0.0350877192982456,0.0714285714285714,0.1529895307100173
method2,Method 2 (Haploblock DP),chr2_5Mb,3.0,29,0.0701754385964912,0.1210191082802547,0.1624651031311551
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,0,0.1052631578947368,0.1301369863013698,0.1574215644541598
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,1,0.0701754385964912,0.1153846153846153,0.1560151792117133
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,2,0.0701754385964912,0.1419354838709677,0.1565857734737967
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,3,0.0701754385964912,0.1153846153846153,0.1554111108088316
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,4,0.1052631578947368,0.1208053691275167,0.1558411655047953
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,5,0.0526315789473684,0.1241379310344827,0.159587561756391
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,6,0.0350877192982456,0.1232876712328767,0.1545981156351784
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,7,0.0701754385964912,0.1210191082802547,0.160218583659228
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,8,0.0526315789473684,0.1363636363636363,0.1567071422334113
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,9,0.087719298245614,0.1241379310344827,0.1538280334101996
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,10,0.1228070175438596,0.1161290322580645,0.1556532053401055
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,11,0.0701754385964912,0.1161290322580645,0.1582957220829168
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,12,0.0526315789473684,0.1351351351351351,0.1576844007091313
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,13,0.0526315789473684,0.1184210526315789,0.1548693165034912
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,14,0.1052631578947368,0.1224489795918367,0.1529243673774333
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,15,0.0526315789473684,0.0993788819875776,0.1594981972751039
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,16,0.0350877192982456,0.136986301369863,0.1593743167914823
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,17,0.087719298245614,0.1161290322580645,0.1548675615899261
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,18,0.0350877192982456,0.1342281879194631,0.1573050231216719
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,19,0.0526315789473684,0.1266666666666666,0.1580152274349038
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,20,0.0526315789473684,0.1118012422360248,0.1597805402672395
