seed,eps,region,case_pop,n_snps,n_train,n_test,n_ctrl,report_k,zero_reports,lr_threshold_test_95pct,lr_power,lr_member_mean,lr_nonmember_mean,true_sig,noisy_sig,tp,precision,recall,jaccard,maf_mae,rmse_maf,corr_maf
12,0.1,chr2_5Mb,MKK,300,120,51,165,1,200,-538.0592409075623,0.008333333333333333,-715.6091170374742,-694.8873453751556,173,90,54,0.6,0.31213872832369943,0.2583732057416268,0.22358627027778677,0.30777055130630543,0.5802058926639189
13,0.1,chr2_5Mb,MKK,300,120,51,165,1,203,-713.6035751596035,0.06666666666666667,-818.1338638723081,-817.6250890758665,184,91,56,0.6153846153846154,0.30434782608695654,0.2557077625570776,0.23559822395669414,0.3291768147300287,0.5145902822699466
14,0.1,chr2_5Mb,MKK,300,120,51,165,1,208,-387.8790494609186,0.03333333333333333,-528.8424244772708,-535.9120117519657,186,82,56,0.6829268292682927,0.3010752688172043,0.2641509433962264,0.2081697473420694,0.28287654654556993,0.6289317852933932
15,0.1,chr2_5Mb,MKK,300,120,51,165,1,204,-676.5911135883102,0.075,-801.7121691894589,-783.7762482671559,170,86,49,0.5697674418604651,0.28823529411764703,0.23671497584541062,0.2371109169188786,0.33082234091684853,0.5007057990428438
16,0.1,chr2_5Mb,MKK,300,120,51,165,1,202,-723.9489304803836,0.1,-811.5345647289231,-813.6996301143653,184,88,52,0.5909090909090909,0.2826086956521739,0.23636363636363636,0.23118270255084658,0.32284209605309633,0.5315738422577301
17,0.1,chr2_5Mb,MKK,300,120,51,165,1,201,-767.6394200834694,0.10833333333333334,-866.5210360832776,-885.0908421152573,187,91,54,0.5934065934065934,0.2887700534759358,0.24107142857142858,0.24507426218074946,0.3379157509144582,0.49448425044531463
18,0.1,chr2_5Mb,MKK,300,120,51,165,1,195,-809.7483661456487,0.11666666666666667,-902.1578301522337,-893.2747265744032,193,94,53,0.5638297872340425,0.27461139896373055,0.2264957264957265,0.2567944387035297,0.35004042911623484,0.45496851199533384
19,0.1,chr2_5Mb,MKK,300,120,51,165,1,201,-685.4887592279257,0.016666666666666666,-792.7154119797154,-778.194130218219,178,90,50,0.5555555555555556,0.2808988764044944,0.22935779816513763,0.2327223057188778,0.32559526957005125,0.519116621083772
20,0.1,chr2_5Mb,MKK,300,120,51,165,1,204,-637.7073147955175,0.05,-791.6158400548077,-822.3983817241027,192,89,57,0.6404494382022472,0.296875,0.2544642857142857,0.24571089596901274,0.3301984978071317,0.5014015653559485
21,0.1,chr2_5Mb,MKK,300,120,51,165,1,204,-582.3509777542026,0.09166666666666666,-679.6013607988939,-681.2017828832657,189,90,52,0.5777777777777777,0.2751322751322751,0.2290748898678414,0.22954506061859262,0.3104667964220898,0.5678488717910803
22,0.1,chr2_5Mb,MKK,300,120,51,165,1,199,-759.8893331590418,0.075,-837.0598176551543,-828.8615805738932,180,92,56,0.6086956521739131,0.3111111111111111,0.25925925925925924,0.23709915477972718,0.3318866636083933,0.4954786976049565
23,0.1,chr2_5Mb,MKK,300,120,51,165,1,206,-647.0144755889826,0.06666666666666667,-768.3170342514178,-766.4550009064104,183,84,53,0.6309523809523809,0.2896174863387978,0.24766355140186916,0.23223338839848529,0.3233584677969063,0.5215447285644271
24,0.1,chr2_5Mb,MKK,300,120,51,165,1,208,-530.9711138315421,0.05,-657.0594090423646,-641.1059689365654,186,83,48,0.5783132530120482,0.25806451612903225,0.2171945701357466,0.22506350159354307,0.31065359547570404,0.5570916031989427
25,0.1,chr2_5Mb,MKK,300,120,51,165,1,197,-612.3554398762767,0.041666666666666664,-729.218569584073,-722.2578702603511,188,93,53,0.5698924731182796,0.28191489361702127,0.2324561403508772,0.22647195897551645,0.3058671068598002,0.5852472386217465
26,0.1,chr2_5Mb,MKK,300,120,51,165,1,199,-731.9589440543918,0.041666666666666664,-844.676325157667,-846.8926073944373,183,94,60,0.6382978723404256,0.32786885245901637,0.2764976958525346,0.24153777074010302,0.33852840173099685,0.4636877036842401
27,0.1,chr2_5Mb,MKK,300,120,51,165,1,197,-656.4525216243346,0.03333333333333333,-818.4371085105813,-793.0460777032938,180,95,65,0.6842105263157895,0.3611111111111111,0.30952380952380953,0.23445580279297734,0.32722002225595154,0.5224090688047719
28,0.1,chr2_5Mb,MKK,300,120,51,165,1,197,-786.1053171342035,0.10833333333333334,-854.9252280851268,-853.8285023098999,187,92,58,0.6304347826086957,0.31016042780748665,0.26244343891402716,0.24689453720456972,0.33863288388368096,0.479769329523608
29,0.1,chr2_5Mb,MKK,300,120,51,165,1,199,-544.0424981271256,0.025,-651.8473574268952,-641.6177888256184,187,94,64,0.6808510638297872,0.3422459893048128,0.29493087557603687,0.22078816660368744,0.3048693007221073,0.5755601112340781
0,0.3,chr2_5Mb,MKK,300,120,51,165,1,196,-621.2342635514626,0.058333333333333334,-713.8130734056493,-729.3092755179913,188,96,57,0.59375,0.30319148936170215,0.2511013215859031,0.242542806001413,0.32073333239375074,0.5382181472752684
1,0.3,chr2_5Mb,MKK,300,120,51,165,1,203,-565.6971446774392,0.06666666666666667,-670.9162161642303,-657.5635437002018,180,89,51,0.5730337078651685,0.2833333333333333,0.23394495412844038,0.22151409742155864,0.30233547437281283,0.599868945737169
2,0.3,chr2_5Mb,MKK,300,120,51,165,1,202,-657.8681714805498,0.11666666666666667,-723.5114835603492,-743.283996233006,187,83,48,0.5783132530120482,0.25668449197860965,0.21621621621621623,0.2342602722318872,0.3222910540172527,0.5274869859808325
3,0.3,chr2_5Mb,MKK,300,120,51,165,1,197,-597.0165437306955,0.06666666666666667,-711.7751672205683,-705.3977148078782,189,92,57,0.6195652173913043,0.30158730158730157,0.2544642857142857,0.22587041309670342,0.3104520233757918,0.566238815842262
4,0.3,chr2_5Mb,MKK,300,120,51,165,1,193,-709.245368069978,0.03333333333333333,-815.8063022234779,-805.0949301581412,184,94,55,0.5851063829787234,0.29891304347826086,0.24663677130044842,0.2443538807319465,0.32964290742253954,0.5110971022870274
5,0.3,chr2_5Mb,MKK,300,120,51,165,1,197,-579.8555576117872,0.03333333333333333,-698.2201861125202,-663.5643617363966,180,91,55,0.6043956043956044,0.3055555555555556,0.25462962962962965,0.2190796874420975,0.3054653663469384,0.5825293099340265
6,0.3,chr2_5Mb,MKK,300,120,51,165,1,205,-461.8535090790766,0.041666666666666664,-532.8335136471185,-524.8538862530206,186,81,50,0.6172839506172839,0.26881720430107525,0.2304147465437788,0.2126014220072074,0.2897982943936071,0.6086014440745248
7,0.3,chr2_5Mb,MKK,300,120,51,165,1,201,-634.9283453359747,0.058333333333333334,-718.9176896660967,-720.2548429979071,189,88,56,0.6363636363636364,0.2962962962962963,0.25339366515837103,0.23042033460898773,0.31598856835908357,0.5465752825118296
8,0.3,chr2_5Mb,MKK,300,120,51,165,1,202,-559.474451377162,0.016666666666666666,-648.4455655705208,-644.0204326289174,182,84,44,0.5238095238095238,0.24175824175824176,0.1981981981981982,0.21902198388771987,0.3010467595892612,0.5896367084015783
9,0.3,chr2_5Mb,MKK,300,120,51,165,1,200,-431.2700902884502,0.008333333333333333,-561.6546303148981,-558.4209003557675,188,81,47,0.5802469135802469,0.25,0.21171171171171171,0.20987636974359414,0.280441908576362,0.644468110429438
10,0.3,chr2_5Mb,MKK,300,120,51,165,1,201,-674.509610279687,0.08333333333333333,-790.5800854343331,-788.7647132282654,181,89,58,0.651685393258427,0.32044198895027626,0.27358490566037735,0.22097944014797619,0.3086536372334127,0.5929882959259127
11,0.3,chr2_5Mb,MKK,300,120,51,165,1,203,-565.5574598073765,0.041666666666666664,-699.1347482708127,-681.7344071445958,176,92,53,0.5760869565217391,0.30113636363636365,0.24651162790697675,0.2248995303795676,0.3132340739961665,0.5626522267677537
12,0.3,chr2_5Mb,MKK,300,120,51,165,1,202,-521.4696891774433,0.03333333333333333,-710.8540125609655,-691.4491152236828,173,87,48,0.5517241379310345,0.2774566473988439,0.22641509433962265,0.22644242794702593,0.30688937497124597,0.5836867335320529
13,0.3,chr2_5Mb,MKK,300,120,51,165,1,201,-749.7206331539724,0.09166666666666666,-824.1758949188564,-827.5415788115705,184,86,56,0.6511627906976745,0.30434782608695654,0.2616822429906542,0.23626599017043978,0.33396490472839807,0.49458201125436885
14,0.3,chr2_5Mb,MKK,300,120,51,165,1,205,-416.60348119080516,0.125,-519.1991612114001,-534.7017552726887,186,82,53,0.6463414634146342,0.2849462365591398,0.24651162790697675,0.20637278254662147,0.2787248587328215,0.6332236143379645
15,0.3,chr2_5Mb,MKK,300,120,51,165,1,201,-613.4255176693262,0.03333333333333333,-739.8829991908962,-724.1421579642517,170,92,50,0.5434782608695652,0.29411764705882354,0.2358490566037736,0.2253399590992106,0.31457855693532066,0.5541766203846243
16,0.3,chr2_5Mb,MKK,300,120,51,165,1,201,-699.5489568759316,0.1,-795.4894156350914,-795.7048475643063,184,91,52,0.5714285714285714,0.2826086956521739,0.23318385650224216,0.23019894844947855,0.3206749171167867,0.5392794650958392
17,0.3,chr2_5Mb,MKK,300,120,51,165,1,201,-703.1009307330237,0.06666666666666667,-809.6524632669796,-813.4950736197223,187,88,50,0.5681818181818182,0.26737967914438504,0.2222222222222222,0.23010999725098433,0.32471319441168645,0.5334655063740348
18,0.3,chr2_5Mb,MKK,300,120,51,165,1,197,-678.959704805734,0.075,-762.5573298364292,-759.1004745815701,193,87,49,0.5632183908045977,0.2538860103626943,0.21212121212121213,0.24156226690414903,0.32899250914516837,0.5088292643307349
19,0.3,chr2_5Mb,MKK,300,120,51,165,1,205,-577.091411118852,0.058333333333333334,-672.5694070885858,-661.6470378338805,178,86,47,0.5465116279069767,0.2640449438202247,0.21658986175115208,0.21405554946975702,0.2958396932990376,0.6158331768035659
20,0.3,chr2_5Mb,MKK,300,120,51,165,1,205,-489.59680083882847,0.025,-589.930248439733,-588.9615519655384,192,83,55,0.6626506024096386,0.2864583333333333,0.25,0.22084637232036863,0.2974678860709523,0.5860074030526166
21,0.3,chr2_5Mb,MKK,300,120,51,165,1,198,-576.580913344947,0.075,-674.3342248869895,-667.2927397964305,189,92,57,0.6195652173913043,0.30158730158730157,0.2544642857142857,0.22370000841148596,0.2998936370707295,0.5977129003452734
22,0.3,chr2_5Mb,MKK,300,120,51,165,1,201,-672.5599865576344,0.016666666666666666,-766.7323408465448,-751.2914731158904,180,89,54,0.6067415730337079,0.3,0.25116279069767444,0.22705372028200135,0.3137768232526274,0.5696097170442673
23,0.3,chr2_5Mb,MKK,300,120,51,165,1,200,-678.2259108480362,0.05,-811.6642057406991,-806.8086230870736,183,91,51,0.5604395604395604,0.2786885245901639,0.22869955156950672,0.23580836605785158,0.3276653442745529,0.5161894506147888
24,0.3,chr2_5Mb,MKK,300,120,51,165,1,205,-493.7565725909303,0.041666666666666664,-591.1023692937374,-587.4818409184965,186,86,52,0.6046511627906976,0.27956989247311825,0.23636363636363636,0.21864881083484913,0.29437693206559984,0.6044763434372321
25,0.3,chr2_5Mb,MKK,300,120,51,165,1,194,-654.3589812836599,0.05,-768.6944799935658,-764.9890436032555,188,95,53,0.5578947368421052,0.28191489361702127,0.23043478260869565,0.23047852640367836,0.31557547636410077,0.5572575141972498
26,0.3,chr2_5Mb,MKK,300,120,51,165,1,199,-645.5769076024812,0.06666666666666667,-746.1891506707202,-746.7882205624422,183,91,60,0.6593406593406593,0.32786885245901637,0.2803738317757009,0.2283432137363627,0.3196799176192874,0.5207722305615271
27,0.3,chr2_5Mb,MKK,300,120,51,165,1,196,-677.8346336996046,0.016666666666666666,-872.9249953648751,-859.9593431494726,180,95,64,0.6736842105263158,0.35555555555555557,0.3033175355450237,0.23695135814562343,0.33124882735451905,0.5231345149771089
28,0.3,chr2_5Mb,MKK,300,120,51,165,1,196,-665.9234370209233,0.06666666666666667,-761.783462125343,-771.2980414590647,187,93,61,0.6559139784946236,0.32620320855614976,0.2785388127853881,0.23317009455868026,0.32305189348911606,0.5303905576024835
29,0.3,chr2_5Mb,MKK,300,120,51,165,1,196,-613.6725026016031,0.03333333333333333,-732.0865456528561,-717.8644322904345,187,94,61,0.648936170212766,0.32620320855614976,0.2772727272727273,0.23048994324399993,0.3146371510313622,0.5571699689976432
0,1.0,chr2_5Mb,MKK,300,120,51,165,1,204,-394.7546273168967,0.13333333333333333,-456.37800496559225,-460.01386420015734,188,81,50,0.6172839506172839,0.26595744680851063,0.228310502283105,0.20268187545962027,0.2692983244889766,0.6642938660171724
1,1.0,chr2_5Mb,MKK,300,120,51,165,1,200,-414.7057513280911,0.10833333333333334,-514.2741827147403,-512.8582379375614,180,88,57,0.6477272727272727,0.31666666666666665,0.27014218009478674,0.19694632839492718,0.26647053535306503,0.6765074825030124
2,1.0,chr2_5Mb,MKK,300,120,51,165,1,198,-633.8718287578326,0.14166666666666666,-706.0637068840928,-717.2274637026139,187,91,56,0.6153846153846154,0.2994652406417112,0.25225225225225223,0.22729227391399281,0.30872830487764974,0.5825790115734293
3,1.0,chr2_5Mb,MKK,300,120,51,165,1,200,-491.84904926701665,0.03333333333333333,-584.7186480702155,-587.7154299708959,189,91,58,0.6373626373626373,0.30687830687830686,0.26126126126126126,0.20928307829162027,0.2826242276569428,0.6469671971857932
4,1.0,chr2_5Mb,MKK,300,120,51,165,1,198,-586.1940768027387,0.06666666666666667,-659.3132882442686,-649.5094763531673,184,87,55,0.632183908045977,0.29891304347826086,0.25462962962962965,0.21750626023023908,0.29828121495208354,0.6127817420818955
5,1.0,chr2_5Mb,MKK,300,120,51,165,1,201,-412.3494586957381,0.08333333333333333,-483.71468831298154,-488.9140363947429,180,86,47,0.5465116279069767,0.2611111111111111,0.2146118721461187,0.19686933029040118,0.27103417003165603,0.6682681672696682
6,1.0,chr2_5Mb,MKK,300,120,51,165,1,205,-443.7300373585146,0.08333333333333333,-525.6363985284579,-537.1326229256916,186,84,50,0.5952380952380952,0.26881720430107525,0.22727272727272727,0.20571794082213057,0.2795820627605101,0.651680609046198
7,1.0,chr2_5Mb,MKK,300,120,51,165,1,197,-553.140626166231,0.10833333333333334,-664.1746076491203,-668.4215098144911,189,89,50,0.5617977528089888,0.26455026455026454,0.21929824561403508,0.21336796412809092,0.29330905308944166,0.6301591822765803
8,1.0,chr2_5Mb,MKK,300,120,51,165,1,201,-468.29926167933786,0.041666666666666664,-589.0811501808704,-583.7994986374988,182,81,41,0.5061728395061729,0.22527472527472528,0.18468468468468469,0.20696015289778955,0.28697708276744194,0.6377490146732128
9,1.0,chr2_5Mb,MKK,300,120,51,165,1,204,-415.57260845732276,0.058333333333333334,-503.45662213182163,-490.23274178289626,188,84,47,0.5595238095238095,0.25,0.2088888888888889,0.20822047916030922,0.2793174483486933,0.6381962145343778
10,1.0,chr2_5Mb,MKK,300,120,51,165,1,205,-407.5911694395978,0.18333333333333332,-451.2942074930015,-474.8032428097682,181,81,50,0.6172839506172839,0.27624309392265195,0.2358490566037736,0.19773677559164882,0.26911215646765335,0.6708179562777025
11,1.0,chr2_5Mb,MKK,300,120,51,165,1,204,-518.9186548920115,0.075,-597.9876019231126,-601.5006979776524,176,86,51,0.5930232558139535,0.2897727272727273,0.24170616113744076,0.21000679711665188,0.28785045003875287,0.6348151574174936
12,1.0,chr2_5Mb,MKK,300,120,51,165,1,206,-435.7016847102929,0.025,-585.9357156068928,-578.106352217408,173,82,49,0.5975609756097561,0.2832369942196532,0.23786407766990292,0.20763056056190876,0.28660772236446547,0.6263844656559049
13,1.0,chr2_5Mb,MKK,300,120,51,165,1,206,-500.37087903219253,0.025,-609.1018007765654,-597.3000141390539,184,79,45,0.569620253164557,0.24456521739130435,0.20642201834862386,0.2126125435926734,0.2977790975548176,0.5951120019397301
14,1.0,chr2_5Mb,MKK,300,120,51,165,1,201,-563.4002605374114,0.15,-636.681971491053,-649.323168876581,186,89,56,0.6292134831460674,0.3010752688172043,0.2557077625570776,0.21107044847224163,0.2875470776200803,0.6354789760397831
15,1.0,chr2_5Mb,MKK,300,120,51,165,1,203,-424.6971350428381,0.016666666666666666,-535.8849537654705,-517.3364551128337,170,86,39,0.45348837209302323,0.22941176470588234,0.17972350230414746,0.2086418739232489,0.27825337484623747,0.6446742442388559
16,1.0,chr2_5Mb,MKK,300,120,51,165,1,201,-453.62910828332326,0.08333333333333333,-518.7961109874434,-523.8881936130762,184,82,52,0.6341463414634146,0.2826086956521739,0.24299065420560748,0.19478659178823668,0.27400579343045395,0.6516675936944726
17,1.0,chr2_5Mb,MKK,300,120,51,165,1,204,-415.7969471124307,0.058333333333333334,-512.888035533631,-510.98814657481535,187,81,52,0.6419753086419753,0.27807486631016043,0.24074074074074073,0.20141086152258217,0.2797297243512173,0.6532500610251147
18,1.0,chr2_5Mb,MKK,300,120,51,165,1,200,-424.9851512123756,0.041666666666666664,-510.3925840043715,-505.63464818707234,193,83,49,0.5903614457831325,0.2538860103626943,0.21585903083700442,0.2178212793172294,0.2943323483265783,0.5846313180470704
19,1.0,chr2_5Mb,MKK,300,120,51,165,1,198,-429.22602921220687,0.16666666666666666,-524.9857710962277,-516.3714637000074,178,89,49,0.550561797752809,0.2752808988764045,0.22477064220183487,0.19936398203292163,0.2697882974793045,0.6784034241161265
20,1.0,chr2_5Mb,MKK,300,120,51,165,1,202,-403.0512437375028,0.08333333333333333,-489.47201711392495,-481.24374186459335,192,87,58,0.6666666666666666,0.3020833333333333,0.26244343891402716,0.2035627061913224,0.2772379195105585,0.6437710019208829
21,1.0,chr2_5Mb,MKK,300,120,51,165,1,198,-366.48105551598496,0.025,-448.6828731782966,-441.10068370307954,189,97,58,0.5979381443298969,0.30687830687830686,0.2543859649122807,0.20588051601363655,0.26837388834986065,0.6632569286423377
22,1.0,chr2_5Mb,MKK,300,120,51,165,1,204,-433.3197511261054,0.03333333333333333,-535.3653344130203,-530.3460845537,180,87,53,0.6091954022988506,0.29444444444444445,0.24766355140186916,0.20756310369698464,0.27983723701535174,0.6419940547268501
23,1.0,chr2_5Mb,MKK,300,120,51,165,1,206,-401.33014963236513,0.058333333333333334,-479.36390904015,-472.3813278397011,183,81,52,0.6419753086419753,0.28415300546448086,0.24528301886792453,0.19772219109045683,0.27031469629095173,0.6570286937166703
24,1.0,chr2_5Mb,MKK,300,120,51,165,1,206,-431.0917290644666,0.03333333333333333,-484.5552858658811,-483.70596659858853,186,89,52,0.5842696629213483,0.27956989247311825,0.23318385650224216,0.1998813585648775,0.27355360983253196,0.6640365643993371
25,1.0,chr2_5Mb,MKK,300,120,51,165,1,202,-379.60815494802273,0.016666666666666666,-476.9500966378253,-469.41429119733107,188,85,51,0.6,0.2712765957446808,0.22972972972972974,0.19484017638225104,0.2600343983402354,0.7014136216406797
26,1.0,chr2_5Mb,MKK,300,120,51,165,1,204,-598.3392600175467,0.10833333333333334,-694.9394104115362,-690.6490906593015,183,84,53,0.6309523809523809,0.2896174863387978,0.24766355140186916,0.21031645301519386,0.29408913958620125,0.628890764529806
27,1.0,chr2_5Mb,MKK,300,120,51,165,1,200,-608.8769766961884,0.025,-683.2505434842434,-678.9329203102891,180,91,59,0.6483516483516484,0.3277777777777778,0.2783018867924528,0.21557575991893765,0.2957701142985134,0.617230520355367
28,1.0,chr2_5Mb,MKK,300,120,51,165,1,206,-503.5101914922128,0.016666666666666666,-619.854545459152,-608.2594931573393,187,81,48,0.5925925925925926,0.25668449197860965,0.21818181818181817,0.22245851591063925,0.30961820722503186,0.5506268915050068
29,1.0,chr2_5Mb,MKK,300,120,51,165,1,201,-430.04053575234497,0.08333333333333333,-520.019058816785,-520.340086834354,187,81,50,0.6172839506172839,0.26737967914438504,0.22935779816513763,0.20310997186302934,0.2719087051562841,0.6678580224416754
0,3.0,chr2_5Mb,MKK,300,120,51,165,1,206,-238.00544089718386,0.06666666666666667,-333.40845265998774,-335.33771326187366,188,81,51,0.6296296296296297,0.2712765957446808,0.23394495412844038,0.18009774084884567,0.23295301943421737,0.7577604804171509
1,3.0,chr2_5Mb,MKK,300,120,51,165,1,198,-251.77263923790713,0.025,-342.2170994535002,-338.285040571164,180,84,47,0.5595238095238095,0.2611111111111111,0.21658986175115208,0.16949260001864522,0.22211919981906153,0.7835829023851082
2,3.0,chr2_5Mb,MKK,300,120,51,165,1,206,-219.95249425728042,0.075,-292.4083718071321,-288.7111583676879,187,80,43,0.5375,0.22994652406417113,0.19196428571428573,0.1771901510350779,0.22976781849174738,0.7599142365221235
3,3.0,chr2_5Mb,MKK,300,120,51,165,1,201,-260.8909414575161,0.10833333333333334,-317.1730197815203,-324.31472978729926,189,83,56,0.6746987951807228,0.2962962962962963,0.25925925925925924,0.1733471393163066,0.22034579677018987,0.7914007464013767
4,3.0,chr2_5Mb,MKK,300,120,51,165,1,196,-413.69377233995453,0.06666666666666667,-498.1544041076418,-498.8123746471027,184,91,51,0.5604395604395604,0.27717391304347827,0.22767857142857142,0.18750152110851714,0.253462448897858,0.72924381089871
5,3.0,chr2_5Mb,MKK,300,120,51,165,1,205,-196.624322690535,0.11666666666666667,-268.80075826419113,-279.58923423478564,180,81,48,0.5925925925925926,0.26666666666666666,0.22535211267605634,0.15815634987037083,0.20688587177618142,0.8115861833101676
6,3.0,chr2_5Mb,MKK,300,120,51,165,1,203,-218.8005152493454,0.008333333333333333,-356.9841526253861,-360.32804799415374,186,83,49,0.5903614457831325,0.26344086021505375,0.22272727272727272,0.17292383971270164,0.22753372421945248,0.7730830836695313
7,3.0,chr2_5Mb,MKK,300,120,51,165,1,204,-296.4923816417892,0.025,-377.0742300340435,-382.6966414057457,189,77,42,0.5454545454545454,0.2222222222222222,0.1875,0.18409805917697847,0.2429310244846821,0.7405312173661263
8,3.0,chr2_5Mb,MKK,300,120,51,165,1,200,-228.90635409682815,0.025,-325.39147078618674,-320.38716943389903,182,85,49,0.5764705882352941,0.2692307692307692,0.22477064220183487,0.17098535402857104,0.22007725453814625,0.7784046590700004
9,3.0,chr2_5Mb,MKK,300,120,51,165,1,197,-327.7703580626013,0.03333333333333333,-411.5216741656582,-409.9743842596936,188,83,46,0.5542168674698795,0.24468085106382978,0.20444444444444446,0.18050124041766652,0.23617968895076247,0.7580106626053317
10,3.0,chr2_5Mb,MKK,300,120,51,165,1,205,-218.23563265842466,0.06666666666666667,-279.4448493413514,-300.65571967654796,181,79,44,0.5569620253164557,0.2430939226519337,0.2037037037037037,0.17274432291635156,0.2199282323724121,0.7835751131660211
11,3.0,chr2_5Mb,MKK,300,120,51,165,1,202,-243.95654212840023,0.058333333333333334,-320.0831992389142,-321.318471653976,176,73,41,0.5616438356164384,0.23295454545454544,0.1971153846153846,0.16748847337362974,0.2111196393198638,0.81389189532811
12,3.0,chr2_5Mb,MKK,300,120,51,165,1,193,-263.3481541782536,0.016666666666666666,-388.48327058111283,-392.5063331619312,173,90,47,0.5222222222222223,0.27167630057803466,0.2175925925925926,0.18140208393049442,0.23837829502701322,0.7522816569920041
13,3.0,chr2_5Mb,MKK,300,120,51,165,1,200,-330.7168525326164,0.025,-418.16191667330895,-395.6958599682747,184,73,43,0.589041095890411,0.23369565217391305,0.20093457943925233,0.17698171990171757,0.23495625013690477,0.771652957107217
14,3.0,chr2_5Mb,MKK,300,120,51,165,1,198,-301.4636565213277,0.14166666666666666,-368.1328210664125,-378.539047924156,186,84,48,0.5714285714285714,0.25806451612903225,0.21621621621621623,0.17543207331933183,0.22744673740902688,0.7710329217596447
15,3.0,chr2_5Mb,MKK,300,120,51,165,1,200,-269.32559258656977,0.025,-368.0215970775859,-364.742993811707,170,82,43,0.524390243902439,0.2529411764705882,0.20574162679425836,0.17533203518786866,0.22736674432801615,0.7739686148301161
16,3.0,chr2_5Mb,MKK,300,120,51,165,1,202,-345.029609944144,0.0,-461.13287992184195,-449.9057211923861,184,83,50,0.6024096385542169,0.2717391304347826,0.2304147465437788,0.18081653447567966,0.23896019669750337,0.7516215703685162
17,3.0,chr2_5Mb,MKK,300,120,51,165,1,204,-186.80944027630608,0.10833333333333334,-266.86699630794516,-261.61491148745927,187,77,47,0.6103896103896104,0.25133689839572193,0.21658986175115208,0.1629104740662188,0.21162798511123027,0.8030493408822854
18,3.0,chr2_5Mb,MKK,300,120,51,165,1,203,-241.65961627023898,0.025,-348.4693288865646,-336.95849793221146,193,78,48,0.6153846153846154,0.24870466321243523,0.21524663677130046,0.1744133718260719,0.227439552026415,0.780962981734283
19,3.0,chr2_5Mb,MKK,300,120,51,165,1,199,-293.8987855532297,0.041666666666666664,-381.8258020631461,-377.7615222448685,178,78,40,0.5128205128205128,0.2247191011235955,0.18518518518518517,0.17277231917116617,0.22700177715571132,0.7831731655135707
20,3.0,chr2_5Mb,MKK,300,120,51,165,1,200,-280.7431421154636,0.1,-358.5313971882924,-360.2008032178043,192,86,57,0.6627906976744186,0.296875,0.2579185520361991,0.18106428864346127,0.23188634715372933,0.7634511967053024
21,3.0,chr2_5Mb,MKK,300,120,51,165,1,200,-317.2133600842424,0.05,-402.8602334775414,-400.94218841466835,189,85,51,0.6,0.2698412698412698,0.22869955156950672,0.1807644876599505,0.23872596403681778,0.7498511376648059
22,3.0,chr2_5Mb,MKK,300,120,51,165,1,204,-373.9142442701841,0.041666666666666664,-463.16198001330775,-458.6852613368085,180,82,48,0.5853658536585366,0.26666666666666666,0.22429906542056074,0.18629559023825212,0.25021948654890436,0.7321702807367885
23,3.0,chr2_5Mb,MKK,300,120,51,165,1,202,-275.00551300362685,0.11666666666666667,-344.234452460912,-341.8327808480055,183,88,54,0.6136363636363636,0.29508196721311475,0.2488479262672811,0.1709345332487839,0.2247599112443454,0.7824776769233508
24,3.0,chr2_5Mb,MKK,300,120,51,165,1,194,-282.9416335978025,0.05,-393.9239821192747,-409.46880341724744,186,84,50,0.5952380952380952,0.26881720430107525,0.22727272727272727,0.1770084153740241,0.228178987602496,0.7862802622922125
25,3.0,chr2_5Mb,MKK,300,120,51,165,1,206,-409.94233144581085,0.14166666666666666,-469.05346031949983,-473.61742654415843,188,86,50,0.5813953488372093,0.26595744680851063,0.22321428571428573,0.18575089771564926,0.2492724730535109,0.7409555731003851
26,3.0,chr2_5Mb,MKK,300,120,51,165,1,207,-295.1441247408733,0.05,-383.3942313802796,-372.23446113080166,183,80,54,0.675,0.29508196721311475,0.2583732057416268,0.1746901319125683,0.23230645285973672,0.7559180598565032
27,3.0,chr2_5Mb,MKK,300,120,51,165,1,203,-232.7218512642233,0.125,-288.5340408140946,-293.90649699329566,180,78,48,0.6153846153846154,0.26666666666666666,0.22857142857142856,0.1640307665675384,0.21690058645694602,0.7918112271797926
28,3.0,chr2_5Mb,MKK,300,120,51,165,1,197,-331.4600387870378,0.075,-428.2733448220208,-456.5565791254585,187,85,57,0.6705882352941176,0.3048128342245989,0.2651162790697674,0.1780315697222757,0.2405986079517078,0.7606467542088104
29,3.0,chr2_5Mb,MKK,300,120,51,165,1,206,-249.92179824756613,0.03333333333333333,-326.0267174850894,-325.5982903120336,187,78,42,0.5384615384615384,0.22459893048128343,0.18834080717488788,0.17483938247488723,0.22458041552945354,0.7790446419691918
0,10.0,chr2_5Mb,MKK,300,120,51,165,1,199,-192.17056489854212,0.075,-277.4262770466646,-274.9838164580733,188,85,51,0.6,0.2712765957446808,0.22972972972972974,0.16198636726845528,0.20152732523406333,0.8347088200540791
1,10.0,chr2_5Mb,MKK,300,120,51,165,1,197,-333.5472846339876,0.06666666666666667,-423.76292189234465,-423.28423982774933,180,85,50,0.5882352941176471,0.2777777777777778,0.23255813953488372,0.17494723293142514,0.22486106165890857,0.7941251840475582
2,10.0,chr2_5Mb,MKK,300,120,51,165,1,204,-248.99861689495782,0.041666666666666664,-357.4542322312484,-353.5223310682859,187,80,41,0.5125,0.2192513368983957,0.18141592920353983,0.17601978250499836,0.22398671999414066,0.7919104698365234
